"STATION","NAME","DATE","ACMC","ACMH","ACSC","ACSH","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2010-12-14",,,,,"7.61"," 0010"," 0025","0.00",,"0.0","3.0",,"22","3",,,"  300","  310",,"0.0",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2010-12-15",,,,,"3.58"," 2319"," 2318","0.02",,"0.2","3.0",,"24","0",,,"  150","  150",,"0.0",,"12.1","13.0",,"    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2010-12-16",,,,,"7.83"," 1044"," 1001","0.30",,"4.1","4.0",,"26","21",,,"   60","   70",,"0.0",,"16.1","17.9",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2010-12-17",,,,,"7.16"," 1313"," 1311","0.02",,"0.3","6.0",,"27","20",,,"  280","  280",,"0.0",,"16.1","19.9",,"    1","    1",,,,,"    1","    1",,,,,"    1",,"    1",,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2010-12-18",,,,,"4.03"," 1542"," 1831","0.00",,"0.0","5.0",,"29","14",,,"  280","  270",,"0.0",,"12.1","14.1",,"    1",,,,,,"    1","    1",,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2010-12-19",,,,,"5.14"," 1158"," 1406","0.00",,"0.0","4.0",,"30","12",,,"  230","  260",,"0.0",,"13.0","16.1",,"    1",,,,,,"    1","    1",,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2010-12-20",,,,,"4.03"," 2058"," 2100","0.13",,"1.4","4.0",,"34","27",,,"  130","  130",,"0.0",,"12.1","13.0",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,"    1",,,"    1",
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2010-12-21",,,,,"7.61"," 1144"," 0702","0.05",,"0.7","5.0",,"33","29",,,"  100","  120",,"0.0",,"13.0","17.0",,"    1",,,,,,,,,,,"    1","    1","    1","    1",,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2010-12-22",,,,,"8.28"," 1044"," 1044","0.00",,"0.1","4.0",,"33","23",,,"  290","  290",,"0.0",,"21.9","25.9",,"    1","    1",,,"    1",,"    1","    1","    1",,,,"    1",,"    1",,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2010-12-23",,,,,"6.26"," 1446"," 1446","0.00",,"0.0","4.0",,"33","18",,,"  350","  360",,"0.0",,"15.0","17.0",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2010-12-24",,,,,"3.80"," 2203"," 0029","0.00",,"0.0","4.0",,"32","28",,,"   70","   20",,"0.0",,"10.1","14.1",,,,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2010-12-25",,,,,"7.83"," 1031"," 1429","0.03",,"1.1","4.0",,"29","21",,,"   30","  350",,"0.0",,"16.1","17.9",,"    1",,,,,,"    1","    1",,,,"    1",,,"    1",,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2010-12-26",,,,,"14.54"," 2022"," 2123","0.01",,"0.8","4.0",,"29","19",,,"  340","  360",,"0.0",,"25.1","33.1",,"    1",,,,,,"    1","    1",,,,"    1",,,"    1",,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2010-12-27",,,,,"9.17"," 0654"," 0652","0.00",,"0.0","4.0",,"28","12",,,"  350","  340",,"0.0",,"17.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2010-12-28",,,,,"6.93"," 1441"," 1440","0.00",,"0.0","3.0",,"33","19",,,"  240","  240",,"0.0",,"15.0","17.9",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2010-12-29",,,,,"7.38"," 1631"," 1704","0.00",,"0.0","3.0",,"40","22",,,"  170","  170",,"0.0",,"17.0","23.0",,"    1",,,,"    1",,,,,,,"    1","    1",,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2010-12-30",,,,,"9.84"," 1441"," 1415","0.35",,"0.0","0.0",,"50","34",,,"  180","  170",,"0.0",,"16.1","21.0",,"    1",,,,"    1",,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2010-12-31",,,,,"14.09"," 1338"," 1306","0.00",,"0.0","0.0",,"64","45",,,"  180","  190",,"0.0",,"25.1","33.1",,,,,,"    1",,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-01",,,,,"10.96"," 1025"," 1025","0.40",,"0.0","0.0",,"58","28",,,"  290","  290",,,,"25.1","29.1",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-02",,,,,"7.16"," 0038"," 0037","0.00",,"0.0","0.0",,"31","18",,,"  290","  290",,,,"17.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-03",,,,,"7.16"," 1508"," 1507","0.00",,"0.0","0.0",,"40","15",,,"  190","  190",,,,"16.1","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-04",,,,,"9.84"," 1401"," 1358","0.00",,"0.0","0.0",,"42","23",,,"  280","  280",,,,"21.9","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-05",,,,,"2.91"," 1424"," 1202","0.00",,"0.0","0.0",,"35","17",,,"  270","  200",,,,"8.9","12.1",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-06",,,,,"10.74"," 2128"," 2128","0.00",,"0.0","0.0",,"38","22",,,"  290","  290",,,,"23.9","31.1",,"    1",,,,,,,,,,,"    1",,,,,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-07",,,,,"7.61"," 2347"," 2346","0.05",,"1.0","1.0",,"30","22",,,"  300","  300",,,,"17.9","23.0",,"    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,"    1",
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-08",,,,,"13.42"," 0928"," 1348","0.02",,"0.4","1.0",,"22","9",,,"  310","  310",,,,"23.0","29.1",,"    1",,,,,,,"    1","    1",,,"    1",,,,,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-09",,,,,"2.46"," 1956"," 2353","0.00",,"0.0","1.0",,"30","2",,,"   70","   70",,,,"8.9","10.1",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-10",,,,,"11.18"," 1917"," 1916","0.00",,"0.0","0.0",,"28","19",,,"   50","   60",,,,"17.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-11",,,,,"9.17"," 2159"," 1942","0.21",,"3.6","4.0",,"28","21",,,"  280","  280",,,,"23.9","30.0",,"    1","    1",,,,,,"    1","    1",,,"    1",,,,,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-12",,,,,"15.21"," 1448"," 1748","0.02",,"0.4","4.0",,"24","21",,,"  290","  280",,,,"23.0","29.1",,"    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-13",,,,,"6.93"," 0059"," 0254","0.00",,"0.2","3.0",,"25","16",,,"  280","  290",,,,"14.1","16.1",,"    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-14",,,,,"7.16"," 1251"," 1402","0.00",,"0.0","3.0",,"32","20",,,"  170","  210",,,,"13.0","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-15",,,,,"11.18"," 1931"," 1244","0.00",,"0.0","2.0",,"39","25",,,"  320","  270",,,,"17.9","25.1",,"    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-16",,,,,"6.71"," 1617"," 1618","0.00",,"0.0","2.0",,"31","19",,,"   40","   30",,,,"14.1","19.9",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-17",,,,,"7.61"," 2243"," 2057","0.01",,"0.0","0.0",,"39","17",,,"  160","  180",,,,"14.1","17.9",,"    1",,,"    1",,,,"    1",,,,,"    1",,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-18",,,,,"8.05"," 2209"," 2045","0.30",,"0.0","0.0",,"43","35",,,"  340","  340",,,,"15.0","19.9",,"    1",,,,,,,,,,,"    1","    1",,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-19",,,,,"8.28"," 0948"," 0548","0.00",,"0.0","0.0",,"35","30",,,"  290","  320",,,,"16.1","21.0",,"    1",,,,,,,,,,,"    1","    1",,,,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-20",,,,,"8.50"," 2309"," 2322","0.44",,"5.6","5.0",,"30","19",,,"  280","  280",,,,"21.9","25.9",,"    1","    1",,,,,,,,,,"    1",,,,,"    1",,,"    1",
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-21",,,,,"8.28"," 0010"," 0217","0.00",,"0.0","5.0",,"20","-3",,,"  290","  280",,,,"23.0","25.9",,,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-22",,,,,"4.92"," 2359"," 2357","0.00",,"0.0","4.0",,"24","-8",,,"  310","  300",,,,"17.0","21.9",,"    1","    1",,,,,,"    1",,,,"    1",,,,,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-23",,,,,"7.83"," 0000"," 0051","0.00",,"0.0","4.0",,"23","13",,,"  310","  330",,,,"19.9","21.9",,,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-24",,,,,"6.71"," 1505"," 1455","0.03",,"0.6","3.0",,"36","16",,,"  190","  200",,,,"12.1","15.0",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-25",,,,,"3.80"," 2320"," 2302","0.00",,"0.0","1.0",,"38","29",,,"  360","   10",,,,"13.0","21.0",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-26",,,,,"10.51"," 0821"," 0837","0.00",,"0.0","1.0",,"30","26",,,"  350","  340",,,,"21.0","23.9",,"    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-27",,,,,"8.28"," 1354"," 1112","0.04",,"0.5","1.0",,"32","27",,,"  220","  220",,,,"15.0","21.0",,"    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-28",,,,,"6.71"," 0745"," 0745","0.06",,"0.5","1.0",,"32","20",,,"  320","  340",,,,"16.1","25.1",,"    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-29",,,,,"7.61"," 1420"," 1040","0.00",,"0.0","1.0",,"42","23",,,"  310","  250",,,,"17.9","23.9",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-30",,,,,"9.62"," 1808"," 2320","0.00",,"0.0","1.0",,"40","27",,,"   40","   50",,,,"17.9","23.0",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-01-31",,,,,"10.51"," 0859"," 0728","0.00",,"0.0","0.0",,"33","22",,,"   70","   60",,,,"17.9","23.0",,"    1",,,,,,,,,,,,"    1",,"    1","    1","    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-01",,,,,"9.17"," 2123"," 2122","1.01",,"0.0","0.0",,"38","30",,,"   70","   70",,,,"23.9","29.1",,"    1",,,,,,,,,,,,"    1","    1","    1","    1",,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-02",,,,,"15.66"," 0508"," 0530","0.08",,"0.8","1.0",,"49","22",,,"  240","  220",,,,"34.9","45.0",,"    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-03",,,,,"3.36"," 0151"," 0025","0.01",,"0.2","0.0",,"30","9",,,"  280","  280",,,,"12.1","15.0",,"    1",,,,,,,,,,,,,,,,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-04",,,,,"1.79"," 1618"," 1536","0.00",,"0.0","0.0",,"37","14",,,"  190","  140",,,,"8.1","10.1",,"    1",,,,,,,,,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-05",,,,,"8.95"," 1610"," 1609","0.27",,"0.6","0.0",,"36","29",,,"  260","  260",,,,"25.1","34.9",,"    1",,,"    1",,,,"    1",,,,,"    1",,"    1",,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-06",,,,,"7.16"," 1346"," 1346","0.00",,"0.0","0.0",,"41","30",,,"  170","  170",,,,"17.0","21.0",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-07",,,,,"7.83"," 2042"," 2045","0.11",,"0.5","1.0",,"40","29",,,"  340","  340",,,,"21.0","23.9",,"    1",,,,,,,,,,,"    1",,,"    1",,"    1","    1",,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-08",,,,,"11.41"," 1222"," 1224","0.00",,"0.0","0.0",,"29","14",,,"  300","  310",,,,"23.9","29.1",,"    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-09",,,,,"4.25"," 1204"," 1204","0.00",,"0.0","0.0",,"20","11",,,"  280","  270",,,,"10.1","13.0",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-10",,,,,"6.71"," 2211"," 0433","0.00",,"0.0","0.0",,"28","4",,,"  190","  330",,,,"13.0","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-11",,,,,"9.62"," 1622"," 1621","0.00",,"0.0","0.0",,"38","13",,,"  250","  250",,,,"17.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-12",,,,,"10.51"," 1302"," 1240","0.00",,"0.0","0.0",,"45","29",,,"  300","  260",,,,"19.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-13",,,,,"14.32"," 2347"," 2347","0.00",,"0.0","0.0",,"57","35",,,"  230","  240",,,,"21.9","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-14",,,,,"15.66"," 0932"," 0932","0.00",,"0.0","0.0",,"53","31",,,"  290","  290",,,,"34.9","40.9",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-15",,,,,"7.83"," 1204"," 1203","0.00",,"0.0","0.0",,"46","26",,,"  130","  130",,,,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-16",,,,,"9.84"," 1213"," 1312","0.00",,"0.0","0.0",,"67","36",,,"  210","  200",,,,"17.9","23.9",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-17",,,,,"15.21"," 1455"," 1429","0.00",,"0.0","0.0",,"65","50",,,"  220","  180",,,,"31.1","44.1",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-18",,,,,"13.65"," 1519"," 1508","0.00",,"0.0","0.0",,"65","43",,,"  290","  300",,,,"25.1","31.1",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-19",,,,,"6.93"," 1246"," 1617","0.00",,"0.0","0.0",,"53","32",,,"  360","  360",,,,"14.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-20",,,,,"9.62"," 0939"," 0938","0.08",,"0.0","0.0",,"55","32",,,"   80","   80",,,,"21.0","23.0",,,,,"    1",,,,,,,,,"    1",,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-21",,,,,"11.41"," 1800"," 1754","1.63",,"0.0","0.0",,"62","31",,,"   10","   10",,,,"25.1","32.0",,"    1",,,,,,,,,,,"    1",,,"    1",,,"    1",,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-22",,,,,"6.26"," 1357"," 1354","0.01",,"0.2","0.0",,"33","28",,,"  320","  310",,,,"14.1","16.1",,"    1",,,,,,,"    1",,,,"    1",,,,,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-23",,,,,"5.82"," 2106"," 2040","0.00",,"0.0","0.0",,"43","26",,,"  160","  150",,,,"12.1","16.1",,,,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-24",,,,,"9.17"," 2213"," 2213","1.37",,"0.0","0.0",,"45","37",,,"   40","   30",,,,"23.9","30.0",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-25",,,,,"11.18"," 0513"," 0152","0.47",,"0.5","0.0",,"38","30",,,"  360","  100",,,,"29.1","36.9",,"    1",,,,,,,,,,,"    1",,,"    1",,"    1","    1",,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-26",,,,,"5.37"," 1705"," 1704","0.00",,"0.0","0.0",,"38","30",,,"  230","  230",,,,"13.0","17.0",,,,,,,,,"    1",,,,,"    1",,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-27",,,,,"8.72"," 2359"," 2359","0.43",,"0.0","0.0",,"61","37",,,"  190","  190",,,,"19.9","28.0",,"    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-02-28",,,,,"15.21"," 0519"," 0518","0.32",,"0.0","0.0",,"68","31",,,"  290","  290",,,,"40.9","55.0",,"    1",,"    1",,,,,"    1",,,"    1",,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-03-01",,,,,"5.14"," 1004"," 1010","0.00",,"0.0","0.0",,"49","25",,,"  140","  130",,,,"17.9","21.9",,"    1",,,,,,,"    1",,,,"    1",,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-03-02",,,,,"8.50"," 0917"," 0922","0.00",,"0.0","0.0",,"53","28",,,"  350","  340",,,,"17.0","21.0",,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-03-03",,,,,"10.51"," 1511"," 0935","0.00",,"0.0","0.0",,"51","29",,,"  130","   90",,,,"17.9","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-03-04",,,,,"6.49"," 2359"," 2359","0.97",,"0.0","0.0",,"53","43",,,"  150","  150",,,,"14.1","16.1",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-03-05",,,,,"14.32"," 1615"," 0422","0.81",,"0.0","0.0",,"55","35",,,"  310","  190",,,,"23.0","30.0",,"    1",,,"    1",,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-03-06",,,,,"14.32"," 0221"," 1651","0.00",,"0.0","0.0",,"39","32",,,"  350","  360",,,,"21.0","25.9",,"    1",,,,,,,,,,,,,,,,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-03-07",,,,,"5.59"," 2100"," 2100","0.00",,"0.0","0.0",,"43","28",,,"  100","  100",,,,"14.1","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-03-08",,,,,"7.83"," 2045"," 2044","0.18",,"0.0","0.0",,"57","35",,,"  100","  100",,,,"16.1","19.9",,"    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-03-09",,,,,"12.75"," 0624"," 0623","1.32",,"0.0","0.0",,"53","42",,,"  140","  130",,,,"25.9","33.1",,"    1",,,,,,,,,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-03-10",,,,,"13.20"," 1538"," 2233","0.09",,"1.1","1.0",,"46","32",,,"  300","  310",,,,"21.9","25.9",,"    1",,,,,,,"    1",,,,"    1","    1",,"    1",,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-03-11",,,,,"12.97"," 1525"," 1524","0.00",,"0.0","1.0",,"48","31",,,"  270","  270",,,,"25.1","30.0",,,,,,,,,"    1",,,,,,,,,"    1",,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-03-12",,,,,"14.99"," 1328"," 1453","0.00",,"0.0","0.0",,"64","37",,,"  260","  260",,,,"29.1","38.9",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-03-13",,,,,"7.38"," 0008"," 0007","0.00",,"0.0","0.0",,"47","33",,,"  310","  310",,,,"19.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-03-14",,,,,"12.08"," 1115"," 1114","0.01",,"0.0","0.0",,"44","37",,,"   90","   80",,,,"21.0","25.9",,,,,,,,,,,,,,,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-03-15",,,,,"9.17"," 1740"," 1644","0.23",,"0.0","0.0",,"53","41",,,"  240","  250",,,,"16.1","23.9",,"    1",,,,,,,"    1",,,,"    1","    1",,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-03-16",,,,,"7.83"," 1605"," 0255","0.00",,"0.0","0.0",,"58","41",,,"  280","  260",,,,"15.0","21.0",,"    1",,,,,,,"    1",,,,"    1",,,"    1",,,,,,
"USW00093814","CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","2011-03-17",,,,,"12.30"," 1800"," 1759","0.00",,"0.0","0.0",,"72","40",,,"  190","  190",,,,"23.0","31.1",,,,,,,,,,,,,,,,,,,,,,
